nama_wisata;class_name;image_path;width;height;min_side;split
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_019.jpg;259;194;194;train
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_017.jpg;253;199;199;train
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_014.jpg;225;225;225;train
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_003.jpg;1024;763;763;train
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_010.jpg;1080;715;715;train
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_020.jpg;225;225;225;train
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_005.jpg;275;183;183;valid
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_013.jpg;270;187;187;valid
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_008.jpg;1632;1080;1080;valid
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_011.jpg;1024;683;683;valid
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_015.jpg;300;168;168;test
Situ Cileunca;situ_cileunca;furap_image_dataset/situ_cileunca/situ_cileunca_007.jpg;735;537;537;test
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_001.jpg;1200;900;900;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_018.jpg;201;251;201;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_016.jpg;299;168;168;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_002.jpg;550;367;367;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_009.jpg;183;275;183;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_006.jpg;1054;593;593;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_012.jpg;77;46;46;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_004.jpg;259;194;194;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_019.jpg;259;194;194;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_017.jpg;260;194;194;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_014.jpg;301;167;167;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_003.jpg;550;309;309;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_010.jpg;1200;674;674;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_020.jpg;259;194;194;train
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_005.jpg;1280;960;960;valid
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_013.jpg;300;168;168;valid
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_008.jpg;900;500;500;valid
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_011.jpg;61;46;46;valid
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_015.jpg;284;177;177;test
Sudirman Street Bandung;sudirman_street_bandung;furap_image_dataset/sudirman_street_bandung/sudirman_street_bandung_007.jpg;1024;576;576;test
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_001.jpg;299;169;169;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_018.jpg;760;453;453;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_016.jpg;1024;768;768;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_002.jpg;1280;720;720;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_009.jpg;600;458;458;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_006.jpg;259;194;194;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_012.jpg;450;300;300;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_004.jpg;520;693;520;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_019.jpg;1280;853;853;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_017.jpg;550;413;413;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_014.jpg;350;350;350;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_003.jpg;750;426;426;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_010.jpg;168;300;168;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_020.jpg;600;400;400;train
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_005.jpg;1024;683;683;valid
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_013.jpg;400;225;225;valid
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_008.jpg;1295;863;863;valid
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_011.jpg;720;588;588;valid
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_015.jpg;194;259;194;test
Trans Studio Bandung;trans_studio_bandung;furap_image_dataset/trans_studio_bandung/trans_studio_bandung_007.jpg;550;440;440;test
